CLTV,Contract,Dependents,Multiple Lines,Offer,Satisfaction Score,Tenure in Months,Total Charges,Total Revenue,Churn
2560,24,0,0,0.0,3,8,371.4,371.4,0
3575,12,0,0,1.0,4,7,134.05,425.53,0
5688,12,0,0,0.0,3,63,5329.55,7890.5,0
3407,1,0,1,1.0,1,11,608.0,773.33,1
3843,1,0,0,0.0,1,2,81.0,120.04,1
3348,1,0,1,0.0,4,33,3092.0,4140.08,0
5495,12,0,1,1.0,5,29,1442.0,2533.85,0
5942,1,0,0,0.0,5,20,505.95,505.95,0
5160,12,0,0,1.0,2,17,1704.95,1796.75,1
2681,12,0,0,0.0,1,48,2896.4,4524.08,1
5450,1,0,0,1.0,1,3,108.95,108.95,1
2421,1,0,0,1.0,4,18,1221.65,1835.81,0
3646,12,0,0,1.0,4,17,418.25,566.83,0
4613,24,0,1,1.0,3,72,4808.7,6055.02,0
5508,1,0,1,1.0,4,7,173.0,182.87,0
3223,1,0,1,1.0,1,4,321.65,504.93,1
5145,1,0,0,0.0,4,28,563.05,1748.29,0
4504,1,0,0,1.0,4,1,53.55,69.61,0
5369,12,0,0,0.0,3,64,6314.35,7531.06,0
5458,1,0,1,0.0,1,42,4186.3,4473.58,1
3764,24,1,0,1.0,4,35,686.95,1416.7,0
4287,1,0,1,1.0,1,5,371.65,577.41,1
4666,12,1,1,1.0,3,61,4820.55,7289.83,0
3560,12,0,0,0.0,3,27,1421.75,1665.02,0
5239,1,0,0,0.0,3,2,143.65,240.97,1
2757,1,1,0,0.0,3,9,906.85,1239.31,0
6469,24,0,1,1.0,3,62,4237.5,6787.56,0
5733,24,1,0,1.0,3,63,4014.2,4178.54,0
5617,1,0,1,0.0,4,1,50.1,79.23,0
4741,12,1,0,0.0,3,13,877.35,1050.51,0
2604,1,0,0,1.0,3,5,113.85,285.15,1
4180,24,0,1,0.0,4,70,5991.05,7176.15,0
3452,1,0,0,1.0,1,26,2335.3,2497.54,1
5646,24,1,0,0.0,3,54,1092.35,3356.57,0
6391,12,1,0,0.0,5,50,938.95,2287.95,0
2608,24,1,0,0.0,5,48,935.9,1404.86,0
6058,24,1,0,1.0,3,69,1356.7,3301.81,0
4055,24,1,1,1.0,3,72,8477.7,10769.46,0
4019,1,0,1,0.0,1,54,5278.15,7181.54,1
4934,12,0,0,1.0,4,50,989.05,2886.55,0
3578,1,0,0,1.0,1,6,567.45,689.01,1
5169,24,1,0,1.0,4,72,7559.55,8059.95,0
5979,24,0,1,0.0,4,70,7752.05,9749.85,0
4629,12,0,1,0.0,3,68,8035.95,10257.51,0
6435,12,0,0,0.0,3,50,4549.45,5317.95,0
5973,1,0,0,1.0,1,1,45.8,77.91,1
5504,24,1,0,0.0,3,72,4855.35,6004.47,0
5379,1,0,0,0.0,4,23,1406.0,1603.86,0
2192,1,1,0,1.0,5,25,471.7,793.45,0
5641,12,1,1,0.0,5,61,6241.35,8348.29,0
5948,1,0,1,1.0,2,3,220.6,363.13,1
4411,12,0,0,1.0,4,38,814.75,1215.27,0
6231,24,0,0,1.0,3,55,3068.6,3433.25,0
4588,24,0,1,1.0,3,70,7987.6,11221.6,0
3421,1,0,1,1.0,4,34,780.2,1171.88,0
4886,24,0,1,0.0,3,72,8547.15,11174.43,0
4991,1,0,1,0.0,5,54,3919.15,5817.79,0
5721,1,1,1,0.0,3,35,3782.4,5441.0,0
3878,1,1,0,1.0,2,6,324.25,335.41,1
3509,12,0,0,0.0,5,10,184.4,324.8,0
3179,24,1,1,1.0,5,10,225.55,411.25,0
3790,1,0,0,0.0,1,2,197.7,272.56,1
5956,1,0,1,0.0,3,66,4264.6,4770.82,0
5230,1,0,0,0.0,3,1,49.95,94.93,0
4599,12,0,0,0.0,3,39,3877.95,4234.02,0
4271,12,0,0,1.0,5,7,128.6,342.66,0
4618,1,0,0,1.0,1,2,93.7,176.56,1
6287,12,1,0,1.0,3,57,3274.35,4348.8,0
4567,12,1,0,0.0,3,49,4345.0,5965.43,0
6435,24,0,0,1.0,3,66,3177.25,3177.25,0
5732,1,0,1,0.0,1,49,4783.5,7215.37,1
5494,1,1,0,1.0,3,52,4433.3,5310.54,0
4795,24,0,0,1.0,3,71,3377.8,3377.8,0
3522,1,0,0,0.0,3,9,657.5,1091.75,0
4766,1,0,1,0.0,1,24,2391.8,3222.68,1
5044,12,0,1,0.0,3,64,5289.05,7226.33,0
2558,24,1,0,1.0,5,12,212.3,419.06,0
5630,1,0,0,0.0,3,21,1565.7,1672.17,1
2558,1,0,0,0.0,1,36,3078.1,4076.02,1
5819,24,1,0,0.0,4,71,1388.45,3668.97,0
6500,24,0,0,0.0,3,56,4824.45,6598.53,0
4198,1,1,1,1.0,4,19,1375.6,1527.98,0
5913,1,0,0,0.0,4,1,43.85,69.75,0
3641,1,0,1,1.0,5,3,212.4,189.72,0
2230,1,0,1,0.0,1,13,1290.0,1537.39,1
6258,24,0,1,1.0,4,72,7852.4,10788.56,0
4024,24,1,1,1.0,4,65,6700.05,9268.85,0
5179,1,0,0,1.0,4,12,223.6,329.44,0
5249,1,0,1,0.0,3,53,4921.2,5114.23,0
4781,24,0,0,0.0,3,64,4759.55,5913.47,0
6334,1,0,0,1.0,3,52,2535.55,4559.91,0
3302,12,0,0,1.0,3,21,1336.8,1985.28,0
2966,1,0,1,1.0,3,10,834.1,893.3,1
4948,24,0,1,1.0,3,63,1618.2,3302.82,0
2325,1,0,1,0.0,3,24,1747.85,2173.37,1
6115,12,1,0,0.0,5,50,2230.85,4025.13,0
3950,1,0,0,0.0,5,8,713.6,1025.68,0
5554,24,0,1,0.0,3,63,4995.35,6969.77,0
4292,24,1,1,1.0,3,58,4415.75,4582.21,0
4120,1,0,1,0.0,3,1,75.1,79.63,0
5007,1,0,1,0.0,2,9,829.1,1002.08,1
5433,12,0,0,0.0,3,46,3231.05,5289.55,0
5613,1,0,0,0.0,2,1,76.35,83.61,1
4216,1,0,0,0.0,3,7,525.0,745.42,0
3685,1,0,1,0.0,1,2,179.25,222.39,1
2648,1,0,0,0.0,5,1,20.35,52.32,0
5627,1,0,0,0.0,2,2,33.2,97.26,1
4565,12,0,0,0.0,3,41,2511.3,2610.93,0
4898,1,0,1,1.0,5,43,3161.4,4006.78,0
5511,24,0,0,0.0,4,16,1024.0,1396.96,0
4017,1,0,0,0.0,2,32,2585.95,3785.31,1
5233,12,0,1,0.0,3,51,3043.6,3545.95,0
4556,24,1,0,1.0,3,68,3948.45,3948.45,0
5919,1,0,0,0.0,1,1,74.9,110.15,1
5993,1,0,0,1.0,3,18,1299.8,2176.04,0
2522,12,0,0,1.0,4,43,1931.3,1931.3,0
4371,1,0,0,1.0,2,1,69.25,98.93,1
4244,12,0,1,1.0,3,59,4070.95,5891.83,0
2850,1,0,1,1.0,1,16,1194.3,1946.14,1
3900,1,1,0,1.0,3,39,2341.5,4218.96,0
3348,1,0,1,0.0,1,1,74.7,86.04,1
2708,1,0,1,0.0,1,18,1527.35,1773.05,1
6473,12,0,0,1.0,4,56,1238.65,3961.93,0
2363,1,0,1,1.0,1,8,847.3,1004.74,1
3804,1,0,0,0.0,1,22,1845.9,1934.12,1
2457,1,0,0,0.0,2,10,659.65,845.26,1
2814,1,1,1,1.0,3,17,1077.05,1584.84,0
3038,1,0,0,0.0,1,3,208.85,288.98,1
6166,24,1,0,0.0,4,69,6671.7,7501.08,0
5400,24,0,1,0.0,5,59,4590.35,4952.02,0
2289,24,1,0,1.0,4,25,383.65,454.15,0
5026,1,0,1,1.0,1,32,3204.65,4353.07,1
6351,1,1,1,0.0,3,57,5611.7,7456.79,0
2990,1,0,0,0.0,1,28,2602.9,3657.38,1
6250,12,0,0,0.0,3,59,3645.5,4217.8,0
4521,12,0,0,0.0,3,54,2966.95,2966.95,0
4741,1,0,0,1.0,3,20,1683.7,1911.5,0
4509,1,0,0,0.0,3,26,2006.1,2505.56,0
2580,1,0,0,0.0,5,2,96.8,96.8,0
4843,24,1,0,0.0,4,12,262.05,858.45,0
5137,12,1,0,0.0,4,37,677.05,2264.0,0
4845,12,0,0,1.0,5,66,1359.5,4331.48,0
4686,12,1,0,1.0,5,38,749.35,2422.86,0
4658,24,0,1,0.0,3,72,5016.65,8080.25,0
2843,1,1,0,0.0,3,2,35.85,95.47,1
4751,1,0,1,0.0,4,44,4063.0,6039.48,0
5611,24,1,1,0.0,4,72,1857.85,4422.49,0
3208,1,0,0,1.0,2,1,69.95,102.45,1
3235,12,0,0,0.0,4,36,2680.15,3932.15,0
6432,12,0,1,1.0,3,58,5681.1,6011.12,0
5107,1,0,1,1.0,1,43,3365.85,5478.44,1
4157,1,0,0,1.0,3,8,574.5,842.82,0
3960,24,0,1,1.0,4,45,4200.25,4904.5,0
5005,1,0,0,0.0,1,24,1210.4,1555.76,1
6355,12,0,0,0.0,3,53,4871.45,7396.37,0
2037,12,0,0,0.0,3,28,2768.35,3533.87,0
2325,12,0,0,0.0,3,46,845.6,1062.72,0
4025,12,1,0,0.0,4,51,997.75,2916.88,0
4276,1,1,0,1.0,5,1,24.2,24.2,0
3063,1,0,0,0.0,5,1,74.3,113.85,0
4079,12,1,0,1.0,5,61,6449.15,9077.03,0
6460,1,0,0,0.0,4,58,5817.7,7879.6,0
2788,1,0,0,0.0,3,9,178.8,545.46,0
6332,24,1,1,1.0,3,65,7245.9,10184.55,0
3731,12,0,0,1.0,4,11,211.95,723.34,0
4025,24,0,0,1.0,3,44,4378.35,6532.15,0
4564,12,0,1,1.0,3,71,7854.15,11355.87,0
2158,1,1,0,0.0,3,8,139.75,484.15,0
6001,1,0,1,1.0,2,65,6941.2,7689.6,1
3606,1,0,0,0.0,3,32,3183.4,3990.12,1
2475,1,0,0,0.0,4,1,70.1,71.25,0
2843,1,0,0,0.0,2,1,69.35,91.38,1
4929,1,1,0,1.0,3,4,94.5,217.66,0
4811,1,0,1,1.0,2,39,3994.45,5349.31,1
3111,1,1,1,1.0,3,45,3541.1,4000.55,0
4580,12,0,1,0.0,2,23,1067.15,1200.55,1
3272,1,0,0,0.0,3,4,208.45,360.49,0
2858,12,0,0,1.0,4,35,754.0,2224.7,0
5825,24,0,1,1.0,4,66,5714.25,6124.77,0
5461,24,1,0,1.0,5,48,883.35,1519.83,0
4422,12,0,0,0.0,5,37,785.75,2057.44,0
4041,1,0,1,1.0,5,12,1057.55,1544.31,0
3401,1,0,1,0.0,2,5,412.1,427.9,1
2601,24,0,1,0.0,5,40,973.95,2072.75,0
2482,1,0,0,0.0,3,6,335.65,354.61,0
3161,1,0,0,0.0,1,22,1907.85,2304.07,1
4417,1,0,1,1.0,1,4,385.9,424.14,1
2874,12,0,0,0.0,5,7,150.0,297.63,0
4948,24,0,1,0.0,3,69,7467.55,9082.15,0
3836,12,0,0,0.0,4,32,587.7,1416.18,0
5301,1,0,0,0.0,3,4,292.8,440.52,1
4676,1,0,0,0.0,5,4,73.05,254.53,0
4818,1,0,1,0.0,4,27,1611.65,2528.03,0
3337,1,1,0,1.0,4,16,1522.7,1959.02,0
5071,1,0,0,0.0,1,8,679.3,970.42,1
6347,24,0,1,1.0,3,72,8164.1,8348.42,0
4884,1,0,0,1.0,2,2,80.55,140.93,1
4415,12,1,1,1.0,3,52,4976.15,5400.47,0
6166,12,0,1,0.0,3,58,5610.15,6994.64,0
3787,1,0,1,0.0,3,5,500.1,695.75,0
3591,1,0,0,1.0,2,4,340.85,477.33,1
3260,1,1,1,0.0,3,5,316.9,403.75,0
5396,1,0,1,0.0,5,4,302.35,396.35,0
4201,24,0,0,0.0,4,68,1424.9,4716.78,0
6357,24,1,0,1.0,4,56,4084.35,4556.43,0
4551,1,1,1,0.0,4,70,6669.05,8935.65,0
5514,24,0,1,0.0,5,72,1872.2,4460.63,0
4662,1,0,0,1.0,3,2,80.35,149.73,1
2643,1,0,1,0.0,5,18,1387.0,1465.84,0
4392,24,1,1,0.0,4,63,1574.5,3396.46,0
5040,24,0,0,0.0,4,58,3795.45,5504.71,0
5903,24,0,1,0.0,3,35,4025.5,4727.95,0
4552,24,0,1,1.0,5,72,5784.3,7369.02,0
4708,24,0,1,0.0,3,72,7853.7,8595.54,0
2247,12,0,0,1.0,3,8,145.0,514.04,1
3887,1,0,1,0.0,1,7,582.5,760.77,1
4639,1,0,1,1.0,2,35,2576.2,4272.65,1
4389,1,0,1,1.0,4,7,404.35,687.29,0
4616,1,0,0,1.0,1,15,1074.3,1510.95,1
2484,1,0,0,0.0,3,2,31.55,87.59,1
5098,12,0,0,0.0,3,40,4062.2,4852.6,1
5089,1,0,1,0.0,3,65,6812.95,9490.95,0
4680,1,1,0,0.0,3,13,559.2,692.05,0
5654,1,0,0,0.0,2,30,2755.35,3657.15,1
4858,24,1,1,1.0,3,70,4858.7,6445.6,0
3861,1,0,0,1.0,1,13,1169.35,1188.46,1
6421,12,0,1,0.0,3,65,5844.65,8336.1,0
3848,1,0,0,1.0,5,25,536.35,977.35,0
5457,1,1,1,0.0,3,51,4539.35,5928.08,0
3273,1,0,0,0.0,2,1,69.5,190.7,1
5730,24,1,0,0.0,4,72,7726.35,8767.47,0
6492,12,1,1,1.0,3,51,5000.05,5939.47,0
5878,24,0,1,0.0,3,65,6416.7,7274.7,0
6263,24,1,1,0.0,5,65,1715.1,4087.6,0
4323,1,0,0,0.0,3,10,629.55,713.05,0
3923,1,0,0,0.0,5,1,29.15,29.15,0
3937,24,1,0,0.0,5,23,2130.55,2177.24,0
4590,24,1,0,0.0,4,53,3729.6,5409.17,0
4343,24,1,0,0.0,4,32,2316.85,2936.51,0
5750,1,0,1,0.0,1,11,1145.35,1232.14,1
2159,1,0,0,1.0,4,25,532.1,682.1,0
6490,24,0,1,1.0,4,58,1513.6,1651.64,0
4167,1,0,0,1.0,2,1,46.2,94.78,1
2195,1,0,1,0.0,1,25,2387.75,3293.75,1
3464,1,0,0,0.0,1,3,267.4,289.54,1
2915,1,0,0,0.0,1,1,30.2,30.2,1
5120,24,0,1,1.0,3,72,5468.45,8688.29,0
2053,1,0,0,1.0,3,44,2958.95,3033.75,0
3610,1,0,0,1.0,3,3,101.1,101.1,0
5985,1,0,1,1.0,3,13,1313.25,2010.84,0
4183,24,0,1,0.0,3,61,6428.4,8943.43,1
4309,24,0,0,1.0,5,65,1218.65,4124.15,0
2884,24,0,0,1.0,4,13,243.65,487.14,0
3983,1,0,0,1.0,1,9,663.05,720.2,1
4648,1,1,0,1.0,3,3,248.4,348.3,0
2796,1,0,0,0.0,1,29,712.85,712.85,1
5011,12,1,1,0.0,3,55,4213.9,6056.4,0
5921,12,1,0,1.0,3,48,4977.2,6713.84,0
3147,1,1,0,0.0,3,4,217.1,395.66,0
4171,24,0,0,0.0,3,72,5480.25,8515.77,0
5447,24,0,1,0.0,5,51,1281.25,2325.22,0
4107,24,1,0,0.0,5,29,1025.15,1000.08,0
5626,24,1,0,0.0,4,67,1411.9,2002.84,0
4301,12,1,1,1.0,3,49,4917.9,5702.88,0
4855,1,0,1,0.0,4,25,1837.9,2539.15,0
5626,1,0,0,1.0,5,1,19.3,35.66,0
4474,24,0,1,1.0,5,72,7774.05,9708.69,0
4708,1,0,1,0.0,1,4,347.65,397.5,1
6090,24,1,1,1.0,3,61,7008.15,8228.76,0
4406,24,1,0,1.0,3,9,197.4,221.52,0
4274,12,0,1,1.0,2,50,5610.7,7082.2,1
5611,24,0,1,0.0,5,6,457.1,588.32,0
5491,1,0,0,0.0,5,71,3765.05,3805.05,0
4630,1,0,0,0.0,2,5,305.95,305.95,1
4981,1,0,1,0.0,1,15,1345.55,2024.3,1
2270,1,0,1,0.0,2,3,216.75,261.81,1
4315,24,1,1,0.0,5,3,121.25,222.86,0
4198,1,0,1,0.0,3,31,2697.4,3732.18,1
2139,1,0,0,1.0,1,1,78.45,96.82,1
2483,1,0,0,1.0,5,15,340.85,938.45,0
3135,1,1,0,0.0,5,8,401.5,686.38,0
5004,24,0,1,1.0,4,70,7349.35,10103.15,0
2463,1,0,0,0.0,4,7,533.6,545.29,0
2997,12,0,1,0.0,3,38,914.4,2633.63,0
4120,24,1,0,0.0,4,64,3845.45,3845.45,0
5656,1,0,1,0.0,1,6,521.3,528.2,1
3438,1,0,0,1.0,2,1,50.15,89.93,1
2245,1,0,0,1.0,3,2,105.6,116.54,0
4345,1,0,0,0.0,5,4,73.45,106.97,0
2538,1,0,1,1.0,1,12,1238.45,1431.29,1
3288,24,0,0,1.0,3,6,106.8,118.98,0
2251,1,0,0,1.0,3,19,1424.5,1588.51,1
4337,12,0,1,1.0,3,54,6431.05,8791.39,0
5396,1,0,0,0.0,1,42,3384.0,4812.84,1
3125,1,0,0,0.0,1,5,223.45,223.45,1
2722,24,0,0,1.0,3,15,331.6,923.95,0
2876,1,0,0,0.0,4,13,357.15,357.15,0
5689,12,0,0,1.0,3,26,2274.1,3466.44,0
3037,12,0,1,1.0,3,44,1110.5,1785.02,0
2335,12,0,1,0.0,4,32,3416.85,3871.57,0
2901,1,0,0,1.0,2,1,69.75,97.72,1
4883,1,0,0,0.0,4,9,150.35,544.82,0
5239,1,0,0,0.0,1,12,1062.1,1368.58,1
2887,1,0,1,1.0,1,8,627.4,838.68,1
5119,24,0,1,0.0,5,46,4854.3,4946.3,0
5975,24,1,0,1.0,5,63,1209.25,4163.95,0
3559,24,1,0,0.0,3,16,1114.85,1436.77,0
5685,12,0,1,1.0,4,4,97.5,122.94,0
4306,12,1,1,1.0,4,62,6840.95,7662.45,0
4803,1,0,1,0.0,1,56,5688.05,7711.41,1
5692,1,0,0,0.0,1,16,679.85,679.85,1
2053,1,1,0,1.0,4,1,19.25,44.35,0
6205,24,0,1,1.0,3,72,8443.7,11795.78,0
5393,1,0,1,1.0,3,38,3691.2,3946.18,0
5428,12,0,1,1.0,3,63,5243.05,6227.11,0
6424,24,0,1,1.0,4,70,7939.25,9151.65,0
4412,1,1,0,0.0,4,44,2549.1,4726.86,0
4277,1,0,0,1.0,5,20,347.65,1024.85,0
5538,24,0,1,1.0,5,64,1584.8,2020.64,0
2127,1,0,0,1.0,3,42,869.9,1119.8,0
2483,1,0,0,0.0,4,5,95.55,206.35,0
2161,1,1,0,0.0,3,36,1815.0,2525.28,0
4319,24,0,1,0.0,4,72,7898.45,9895.73,0
4499,12,0,1,0.0,5,52,5621.85,7154.33,0
4927,12,1,1,0.0,3,72,7537.5,10502.46,0
5150,24,0,1,0.0,4,70,6367.2,8544.3,0
3273,1,0,0,1.0,1,2,167.3,195.58,1
5682,24,0,1,0.0,4,64,6823.4,9371.25,0
3097,1,1,0,0.0,3,7,350.35,529.83,0
3929,1,0,0,1.0,5,1,35.9,35.9,0
2268,1,0,0,0.0,1,4,442.85,493.57,1
5413,1,0,0,1.0,3,8,658.1,823.46,0
5593,1,0,0,0.0,2,1,79.55,83.59,1
3358,1,0,0,0.0,4,1,69.9,89.26,0
4631,1,1,0,1.0,3,30,1923.5,2417.9,0
5614,1,1,0,1.0,3,8,482.25,792.49,0
4448,1,0,1,0.0,2,37,3580.3,3702.4,1
2706,24,0,0,1.0,5,6,493.4,631.1,0
4750,1,0,1,0.0,1,1,74.25,96.05,1
3586,1,0,0,0.0,3,1,20.2,62.35,0
6409,12,0,0,1.0,3,58,5720.95,7615.81,0
4175,24,0,1,1.0,4,68,7990.05,8039.2,0
6302,24,0,1,1.0,4,72,7104.2,9897.08,0
4698,24,1,0,1.0,4,23,478.75,1389.32,0
6212,1,0,1,1.0,3,52,5025.8,6545.76,0
2041,1,0,1,0.0,2,1,49.95,93.44,1
2624,1,0,0,0.0,5,4,226.2,238.32,0
5922,12,0,0,0.0,2,22,1498.2,2219.51,1
4958,12,0,1,1.0,5,66,6130.95,6904.47,0
4777,12,1,1,0.0,4,71,6028.95,8293.14,0
5573,24,1,0,1.0,4,4,68.8,185.16,0
5172,1,0,1,0.0,1,27,2287.25,3128.84,1
4063,24,0,0,0.0,4,48,3771.5,3943.82,0
4491,1,1,1,0.0,3,57,3687.85,3775.63,0
3910,12,0,0,0.0,5,44,2265.0,2265.0,0
4955,24,0,1,1.0,3,71,7993.3,10009.7,0
2303,1,0,0,0.0,4,5,92.75,251.65,0
4074,1,0,1,0.0,2,11,997.65,1037.47,1
3186,24,1,0,0.0,4,14,815.55,985.91,0
5926,1,0,0,0.0,4,60,6236.75,7609.55,0
4690,12,0,0,0.0,4,24,527.35,670.87,0
4429,12,0,1,0.0,5,57,4925.35,7014.97,0
4776,12,0,1,1.0,3,63,6137.0,6664.94,1
5774,1,0,0,0.0,2,1,45.3,103.67,1
3620,1,0,0,1.0,3,2,77.15,77.15,1
3756,12,0,1,0.0,5,42,949.85,2110.73,0
3351,1,0,0,1.0,3,1,19.9,56.53,1
4356,1,0,0,0.0,1,5,454.15,662.0,1
5613,24,0,1,0.0,5,72,1776.45,4511.01,0
3260,24,0,0,1.0,5,8,146.6,283.32,0
2653,24,0,0,1.0,3,46,1755.35,1755.35,0
6019,24,1,1,0.0,5,50,1261.45,2376.45,0
4455,12,0,1,0.0,4,58,1497.9,3602.78,0
5582,24,0,1,1.0,3,70,6858.9,10025.7,0
5264,1,0,1,0.0,1,15,1444.65,2178.6,1
3044,12,1,0,0.0,3,33,1113.95,1113.95,0
5461,24,1,1,0.0,4,51,1222.25,2081.6,0
4073,1,0,1,1.0,5,65,6578.55,7136.9,0
4466,1,0,1,0.0,3,18,1199.4,1419.18,0
5112,12,0,0,0.0,3,66,1983.15,1983.15,0
2252,12,0,0,1.0,3,13,253.8,349.09,0
5415,1,0,1,0.0,3,15,1242.2,1449.2,0
5968,1,1,0,0.0,4,18,1601.5,2106.22,0
2187,24,0,0,0.0,3,38,2193.2,2193.2,0
5977,1,0,0,1.0,3,17,646.05,646.05,0
4931,24,0,1,1.0,3,25,692.1,1185.85,1
4617,24,1,1,1.0,3,59,5194.05,7970.0,0
3937,1,0,0,1.0,3,5,412.5,602.45,1
5137,1,0,1,0.0,5,18,1411.65,2109.87,0
5328,24,0,0,0.0,4,71,4973.4,5145.93,0
5144,24,1,0,0.0,3,47,3007.25,4500.07,0
5026,1,0,0,0.0,1,4,325.45,519.37,1
5741,12,0,1,1.0,4,45,1216.6,2228.65,0
6363,1,0,1,0.0,1,69,6143.15,7373.82,1
6358,1,0,1,1.0,5,65,5931.0,7330.6,0
5980,24,1,0,1.0,5,26,2715.3,2779.78,0
3039,1,0,0,0.0,1,2,165.0,222.72,1
4670,12,1,0,1.0,5,53,1007.9,2614.33,0
5838,24,0,1,0.0,5,57,5913.95,7833.1,0
4695,12,0,0,1.0,3,18,411.25,436.81,0
2225,12,0,0,0.0,4,34,2106.3,2525.52,0
2283,1,0,0,0.0,2,5,465.05,511.2,1
2220,1,0,1,1.0,1,4,338.1,454.54,1
4865,24,0,0,1.0,3,52,2555.05,2555.05,0
6153,12,0,1,0.0,5,65,6153.85,8033.05,0
2325,1,0,1,1.0,4,12,1021.75,1422.07,0
5058,12,1,0,0.0,4,56,4793.8,5436.68,0
3820,1,0,0,1.0,2,1,20.5,46.62,1
4040,12,0,1,0.0,4,60,6339.45,7675.22,0
5806,1,1,1,0.0,1,12,927.35,1311.43,1
4496,24,0,1,1.0,4,3,335.75,449.09,0
5338,1,0,1,1.0,1,23,2186.4,2628.0,1
6051,24,0,1,1.0,3,72,8331.95,8735.15,0
4035,24,0,0,0.0,3,72,1304.8,1492.72,0
4852,1,0,0,0.0,5,3,68.35,175.12,0
2973,1,0,0,1.0,4,9,359.4,379.4,0
3424,1,0,1,1.0,3,1,90.85,99.41,1
2042,1,1,0,1.0,5,39,3107.3,4693.82,0
4612,12,0,0,1.0,3,14,641.25,1270.55,0
5895,12,1,1,0.0,5,51,1216.35,3386.4,0
4996,1,0,0,1.0,4,12,265.45,732.97,0
4911,1,0,0,1.0,5,18,1247.75,1447.43,0
5323,12,0,0,0.0,3,40,1382.9,1512.9,0
3194,1,0,1,1.0,3,37,3369.25,3871.28,0
4887,12,0,1,0.0,3,69,7610.1,8182.8,0
4106,1,1,0,1.0,3,48,2108.35,2108.35,0
3826,1,0,0,0.0,5,43,3954.1,5095.75,0
3042,1,0,0,1.0,2,1,69.55,118.98,1
6452,24,1,1,1.0,4,71,6263.8,6981.61,0
3903,1,0,0,1.0,4,10,492.1,627.2,0
3259,1,0,1,1.0,5,41,3645.75,5359.39,0
6032,1,1,1,1.0,4,51,4116.9,5624.46,0
3885,1,0,0,0.0,3,40,2586.0,3048.4,0
3849,12,0,1,0.0,2,39,3474.45,4851.93,1
5265,24,1,1,0.0,3,70,4891.5,6154.0,0
3313,12,0,0,1.0,5,47,1013.05,2998.8,0
3475,1,0,0,1.0,4,9,811.65,951.42,0
5515,24,0,1,1.0,4,72,6052.25,7215.05,0
2399,12,0,0,0.0,5,20,1259.35,1438.95,0
5974,24,0,0,0.0,3,61,1278.8,1940.99,0
3283,12,0,0,0.0,3,18,865.75,1606.09,0
5691,1,0,1,0.0,4,21,2025.1,2810.5,0
4424,1,0,1,1.0,1,37,3744.05,5152.27,1
5491,1,1,0,1.0,3,47,2654.05,3840.8,0
3010,1,0,0,1.0,4,3,56.0,75.83,0
2166,12,0,0,1.0,3,31,1580.1,1580.1,0
3394,1,1,0,0.0,2,1,79.9,103.1,1
5353,12,0,1,1.0,2,21,1625.0,2055.58,1
6499,24,0,1,1.0,3,69,5897.4,7171.83,0
3403,24,0,1,1.0,4,22,566.5,671.88,0
4551,24,0,1,0.0,3,72,7878.3,10406.22,0
2174,1,0,0,1.0,3,30,2365.15,2552.05,1
5111,1,0,1,1.0,3,36,3474.2,4935.08,0
2673,24,0,0,1.0,4,42,2032.3,2032.3,0
5409,12,1,0,1.0,3,50,2208.05,2208.05,0
3924,1,0,0,0.0,4,37,805.2,2477.23,0
5354,1,0,1,1.0,4,4,399.25,441.01,0
3178,1,0,0,0.0,3,1,49.05,74.82,0
5610,24,0,0,1.0,3,16,1043.3,1409.7,0
4375,24,0,0,1.0,4,59,1057.85,2650.26,0
4933,1,0,1,0.0,4,38,2522.4,3287.72,0
4648,1,1,0,1.0,4,3,157.55,257.39,0
5937,24,0,0,1.0,3,45,3618.7,5301.25,0
5302,1,1,1,1.0,3,8,633.3,1024.1,1
5345,24,0,0,0.0,3,69,5878.9,9216.43,0
5534,24,0,1,1.0,4,72,1914.5,3514.34,0
6469,24,0,0,0.0,5,63,1298.7,2342.61,0
3553,12,0,1,0.0,2,32,2781.85,4070.17,1
4322,12,0,1,1.0,4,50,2614.1,3130.6,0
4553,1,0,1,0.0,3,11,1133.65,1323.4,1
5842,1,0,0,1.0,5,19,839.65,1495.34,0
4361,24,0,1,0.0,4,71,7984.15,10960.47,0
4372,1,0,0,1.0,5,2,84.4,178.2,0
2237,12,0,0,0.0,3,8,447.75,789.99,0
5340,24,0,0,1.0,3,51,4089.45,6146.79,0
5905,12,0,0,1.0,3,67,3321.35,3321.35,0
5422,24,0,0,1.0,3,21,435.25,902.03,0
4710,1,0,0,0.0,2,1,20.05,32.05,1
5826,12,0,1,1.0,4,65,1600.95,4582.5,0
3945,12,0,1,0.0,5,32,2633.3,3832.66,0
6015,24,0,1,1.0,4,61,1538.6,2241.93,0
5678,12,0,0,0.0,3,41,806.95,2342.81,0
6194,12,1,1,1.0,3,67,6038.55,7230.22,0
2077,1,0,0,0.0,3,1,50.5,90.08,1
4436,1,0,0,1.0,5,39,1494.5,1494.5,0
5201,1,0,1,1.0,3,33,1665.2,1860.23,0
5243,24,1,1,0.0,5,56,1468.9,3096.26,0
4121,1,0,1,0.0,3,42,3930.6,4891.98,0
3772,1,0,0,1.0,4,9,238.15,551.26,0
4151,24,0,0,1.0,4,71,4145.25,4145.25,0
2102,1,0,0,0.0,3,20,2203.7,2524.7,0
5404,12,0,0,0.0,3,51,3077.0,3077.0,0
4595,24,0,1,1.0,3,63,4861.45,5669.11,0
